name,symbol,tier,watchlist,exchange,chart_usd,chart_btc,spot_usd,spot_btc,perps
ETC,ETCUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AETCUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AETCBTC,https://www.binance.com/en/trade/ETC_USDT,https://www.binance.com/en/trade/ETC_BTC,https://www.binance.com/en/futures/ETCUSDT
ETH,ETHUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AETHUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AETHBTC,https://www.binance.com/en/trade/ETH_USDT,https://www.binance.com/en/trade/ETH_BTC,https://www.binance.com/en/futures/ETHUSDT
EUR,EURUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AEURUSDT,,https://www.binance.com/en/trade/EUR_USDT,,
FARM,FARMUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFARMUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AFARMBTC,https://www.binance.com/en/trade/FARM_USDT,https://www.binance.com/en/trade/FARM_BTC,
FET,FETUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFETUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AFETBTC,https://www.binance.com/en/trade/FET_USDT,https://www.binance.com/en/trade/FET_BTC,https://www.binance.com/en/futures/FETUSDT
FIDA,FIDAUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFIDAUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AFIDABTC,https://www.binance.com/en/trade/FIDA_USDT,https://www.binance.com/en/trade/FIDA_BTC,
FIL,FILUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFILUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AFILBTC,https://www.binance.com/en/trade/FIL_USDT,https://www.binance.com/en/trade/FIL_BTC,https://www.binance.com/en/futures/FILUSDT
FIO,FIOUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFIOUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AFIOBTC,https://www.binance.com/en/trade/FIO_USDT,https://www.binance.com/en/trade/FIO_BTC,
FIRO,FIROUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFIROUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AFIROBTC,https://www.binance.com/en/trade/FIRO_USDT,https://www.binance.com/en/trade/FIRO_BTC,
FIS,FISUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFISUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AFISBTC,https://www.binance.com/en/trade/FIS_USDT,https://www.binance.com/en/trade/FIS_BTC,
FLM,FLMUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFLMUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AFLMBTC,https://www.binance.com/en/trade/FLM_USDT,https://www.binance.com/en/trade/FLM_BTC,https://www.binance.com/en/futures/FLMUSDT
FLOKI,FLOKIUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFLOKIUSDT,,https://www.binance.com/en/trade/FLOKI_USDT,,
FLOW,FLOWUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFLOWUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AFLOWBTC,https://www.binance.com/en/trade/FLOW_USDT,https://www.binance.com/en/trade/FLOW_BTC,https://www.binance.com/en/futures/FLOWUSDT
FLUX,FLUXUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFLUXUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AFLUXBTC,https://www.binance.com/en/trade/FLUX_USDT,https://www.binance.com/en/trade/FLUX_BTC,
FOOTBALL,FOOTBALLUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFOOTBALLUSDT.P,,,,https://www.binance.com/en/futures/FOOTBALLUSDT
FOR,FORUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFORUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AFORBTC,https://www.binance.com/en/trade/FOR_USDT,https://www.binance.com/en/trade/FOR_BTC,
FORTH,FORTHUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFORTHUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AFORTHBTC,https://www.binance.com/en/trade/FORTH_USDT,https://www.binance.com/en/trade/FORTH_BTC,
FRONT,FRONTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFRONTUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AFRONTBTC,https://www.binance.com/en/trade/FRONT_USDT,https://www.binance.com/en/trade/FRONT_BTC,
FTM,FTMUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFTMUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AFTMBTC,https://www.binance.com/en/trade/FTM_USDT,https://www.binance.com/en/trade/FTM_BTC,https://www.binance.com/en/futures/FTMUSDT
FUN,FUNUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFUNUSDT,,https://www.binance.com/en/trade/FUN_USDT,,
FXS,FXSUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AFXSUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AFXSBTC,https://www.binance.com/en/trade/FXS_USDT,https://www.binance.com/en/trade/FXS_BTC,https://www.binance.com/en/futures/FXSUSDT
GAL,GALUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AGALUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AGALBTC,https://www.binance.com/en/trade/GAL_USDT,https://www.binance.com/en/trade/GAL_BTC,https://www.binance.com/en/futures/GALUSDT
GALA,GALAUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AGALAUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AGALABTC,https://www.binance.com/en/trade/GALA_USDT,https://www.binance.com/en/trade/GALA_BTC,https://www.binance.com/en/futures/GALAUSDT
GAS,GASUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AGASUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AGASBTC,https://www.binance.com/en/trade/GAS_USDT,https://www.binance.com/en/trade/GAS_BTC,
GBP,GBPUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AGBPUSDT,,https://www.binance.com/en/trade/GBP_USDT,,
GHST,GHSTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AGHSTUSDT,,https://www.binance.com/en/trade/GHST_USDT,,
GLM,GLMUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AGLMUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AGLMBTC,https://www.binance.com/en/trade/GLM_USDT,https://www.binance.com/en/trade/GLM_BTC,
GLMR,GLMRUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AGLMRUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AGLMRBTC,https://www.binance.com/en/trade/GLMR_USDT,https://www.binance.com/en/trade/GLMR_BTC,
GMT,GMTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AGMTUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AGMTBTC,https://www.binance.com/en/trade/GMT_USDT,https://www.binance.com/en/trade/GMT_BTC,https://www.binance.com/en/futures/GMTUSDT
GMX,GMXUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AGMXUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AGMXBTC,https://www.binance.com/en/trade/GMX_USDT,https://www.binance.com/en/trade/GMX_BTC,https://www.binance.com/en/futures/GMXUSDT
GNO,GNOUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AGNOUSDT,,https://www.binance.com/en/trade/GNO_USDT,,
GNS,GNSUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AGNSUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AGNSBTC,https://www.binance.com/en/trade/GNS_USDT,https://www.binance.com/en/trade/GNS_BTC,
GRT,GRTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AGRTUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AGRTBTC,https://www.binance.com/en/trade/GRT_USDT,https://www.binance.com/en/trade/GRT_BTC,https://www.binance.com/en/futures/GRTUSDT
GTC,GTCUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AGTCUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AGTCBTC,https://www.binance.com/en/trade/GTC_USDT,https://www.binance.com/en/trade/GTC_BTC,
HARD,HARDUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AHARDUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AHARDBTC,https://www.binance.com/en/trade/HARD_USDT,https://www.binance.com/en/trade/HARD_BTC,
HBAR,HBARUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AHBARUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AHBARBTC,https://www.binance.com/en/trade/HBAR_USDT,https://www.binance.com/en/trade/HBAR_BTC,
HFT,HFTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AHFTUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AHFTBTC,https://www.binance.com/en/trade/HFT_USDT,https://www.binance.com/en/trade/HFT_BTC,https://www.binance.com/en/futures/HFTUSDT
HIFI,HIFIUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AHIFIUSDT,,https://www.binance.com/en/trade/HIFI_USDT,,
HIGH,HIGHUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AHIGHUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AHIGHBTC,https://www.binance.com/en/trade/HIGH_USDT,https://www.binance.com/en/trade/HIGH_BTC,https://www.binance.com/en/futures/HIGHUSDT
HIVE,HIVEUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AHIVEUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AHIVEBTC,https://www.binance.com/en/trade/HIVE_USDT,https://www.binance.com/en/trade/HIVE_BTC,
HOOK,HOOKUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AHOOKUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AHOOKBTC,https://www.binance.com/en/trade/HOOK_USDT,https://www.binance.com/en/trade/HOOK_BTC,https://www.binance.com/en/futures/HOOKUSDT
HOT,HOTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AHOTUSDT,,https://www.binance.com/en/trade/HOT_USDT,,https://www.binance.com/en/futures/HOTUSDT
ICP,ICPUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AICPUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AICPBTC,https://www.binance.com/en/trade/ICP_USDT,https://www.binance.com/en/trade/ICP_BTC,
ICX,ICXUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AICXUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AICXBTC,https://www.binance.com/en/trade/ICX_USDT,https://www.binance.com/en/trade/ICX_BTC,
ID,IDUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AIDUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AIDBTC,https://www.binance.com/en/trade/ID_USDT,https://www.binance.com/en/trade/ID_BTC,https://www.binance.com/en/futures/IDUSDT
IDEX,IDEXUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AIDEXUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AIDEXBTC,https://www.binance.com/en/trade/IDEX_USDT,https://www.binance.com/en/trade/IDEX_BTC,https://www.binance.com/en/futures/IDEXUSDT
ILV,ILVUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AILVUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AILVBTC,https://www.binance.com/en/trade/ILV_USDT,https://www.binance.com/en/trade/ILV_BTC,
IMX,IMXUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AIMXUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AIMXBTC,https://www.binance.com/en/trade/IMX_USDT,https://www.binance.com/en/trade/IMX_BTC,https://www.binance.com/en/futures/IMXUSDT
INJ,INJUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AINJUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AINJBTC,https://www.binance.com/en/trade/INJ_USDT,https://www.binance.com/en/trade/INJ_BTC,https://www.binance.com/en/futures/INJUSDT
IOST,IOSTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AIOSTUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AIOSTBTC,https://www.binance.com/en/trade/IOST_USDT,https://www.binance.com/en/trade/IOST_BTC,https://www.binance.com/en/futures/IOSTUSDT
IOTA,IOTAUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AIOTAUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AIOTABTC,https://www.binance.com/en/trade/IOTA_USDT,https://www.binance.com/en/trade/IOTA_BTC,https://www.binance.com/en/futures/IOTAUSDT
IOTX,IOTXUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AIOTXUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AIOTXBTC,https://www.binance.com/en/trade/IOTX_USDT,https://www.binance.com/en/trade/IOTX_BTC,https://www.binance.com/en/futures/IOTXUSDT
IRIS,IRISUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AIRISUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AIRISBTC,https://www.binance.com/en/trade/IRIS_USDT,https://www.binance.com/en/trade/IRIS_BTC,
JASMY,JASMYUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AJASMYUSDT,,https://www.binance.com/en/trade/JASMY_USDT,,https://www.binance.com/en/futures/JASMYUSDT
JOE,JOEUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AJOEUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AJOEBTC,https://www.binance.com/en/trade/JOE_USDT,https://www.binance.com/en/trade/JOE_BTC,https://www.binance.com/en/futures/JOEUSDT
JST,JSTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AJSTUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AJSTBTC,https://www.binance.com/en/trade/JST_USDT,https://www.binance.com/en/trade/JST_BTC,
JUV,JUVUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AJUVUSDT,,https://www.binance.com/en/trade/JUV_USDT,,
KAVA,KAVAUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AKAVAUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AKAVABTC,https://www.binance.com/en/trade/KAVA_USDT,https://www.binance.com/en/trade/KAVA_BTC,https://www.binance.com/en/futures/KAVAUSDT
KDA,KDAUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AKDAUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AKDABTC,https://www.binance.com/en/trade/KDA_USDT,https://www.binance.com/en/trade/KDA_BTC,
KEY,KEYUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AKEYUSDT,,https://www.binance.com/en/trade/KEY_USDT,,https://www.binance.com/en/futures/KEYUSDT
KLAY,KLAYUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AKLAYUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AKLAYBTC,https://www.binance.com/en/trade/KLAY_USDT,https://www.binance.com/en/trade/KLAY_BTC,https://www.binance.com/en/futures/KLAYUSDT
KMD,KMDUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AKMDUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AKMDBTC,https://www.binance.com/en/trade/KMD_USDT,https://www.binance.com/en/trade/KMD_BTC,
KNC,KNCUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AKNCUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AKNCBTC,https://www.binance.com/en/trade/KNC_USDT,https://www.binance.com/en/trade/KNC_BTC,https://www.binance.com/en/futures/KNCUSDT
KP3R,KP3RUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AKP3RUSDT,,https://www.binance.com/en/trade/KP3R_USDT,,
KSM,KSMUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AKSMUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AKSMBTC,https://www.binance.com/en/trade/KSM_USDT,https://www.binance.com/en/trade/KSM_BTC,https://www.binance.com/en/futures/KSMUSDT
LAZIO,LAZIOUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALAZIOUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ALAZIOBTC,https://www.binance.com/en/trade/LAZIO_USDT,https://www.binance.com/en/trade/LAZIO_BTC,
LDO,LDOUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALDOUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ALDOBTC,https://www.binance.com/en/trade/LDO_USDT,https://www.binance.com/en/trade/LDO_BTC,https://www.binance.com/en/futures/LDOUSDT
LEVER,LEVERUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALEVERUSDT,,https://www.binance.com/en/trade/LEVER_USDT,,https://www.binance.com/en/futures/LEVERUSDT
LINA,LINAUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALINAUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ALINABTC,https://www.binance.com/en/trade/LINA_USDT,https://www.binance.com/en/trade/LINA_BTC,https://www.binance.com/en/futures/LINAUSDT
LINK,LINKUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALINKUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ALINKBTC,https://www.binance.com/en/trade/LINK_USDT,https://www.binance.com/en/trade/LINK_BTC,https://www.binance.com/en/futures/LINKUSDT
LIT,LITUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALITUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ALITBTC,https://www.binance.com/en/trade/LIT_USDT,https://www.binance.com/en/trade/LIT_BTC,https://www.binance.com/en/futures/LITUSDT
LOKA,LOKAUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALOKAUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ALOKABTC,https://www.binance.com/en/trade/LOKA_USDT,https://www.binance.com/en/trade/LOKA_BTC,
LOOM,LOOMUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALOOMUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ALOOMBTC,https://www.binance.com/en/trade/LOOM_USDT,https://www.binance.com/en/trade/LOOM_BTC,
LPT,LPTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALPTUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ALPTBTC,https://www.binance.com/en/trade/LPT_USDT,https://www.binance.com/en/trade/LPT_BTC,
LQTY,LQTYUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALQTYUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ALQTYBTC,https://www.binance.com/en/trade/LQTY_USDT,https://www.binance.com/en/trade/LQTY_BTC,https://www.binance.com/en/futures/LQTYUSDT
LRC,LRCUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALRCUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ALRCBTC,https://www.binance.com/en/trade/LRC_USDT,https://www.binance.com/en/trade/LRC_BTC,https://www.binance.com/en/futures/LRCUSDT
LSK,LSKUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALSKUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ALSKBTC,https://www.binance.com/en/trade/LSK_USDT,https://www.binance.com/en/trade/LSK_BTC,
LTC,LTCUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALTCUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ALTCBTC,https://www.binance.com/en/trade/LTC_USDT,https://www.binance.com/en/trade/LTC_BTC,https://www.binance.com/en/futures/LTCUSDT
LTO,LTOUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALTOUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ALTOBTC,https://www.binance.com/en/trade/LTO_USDT,https://www.binance.com/en/trade/LTO_BTC,
LUNA,LUNAUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALUNAUSDT,,https://www.binance.com/en/trade/LUNA_USDT,,
LUNA2,LUNA2USDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALUNA2USDT.P,,,,https://www.binance.com/en/futures/LUNA2USDT
LUNC,LUNCUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ALUNCUSDT,,https://www.binance.com/en/trade/LUNC_USDT,,https://www.binance.com/en/futures/1000LUNCUSDT
MAGIC,MAGICUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMAGICUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AMAGICBTC,https://www.binance.com/en/trade/MAGIC_USDT,https://www.binance.com/en/trade/MAGIC_BTC,https://www.binance.com/en/futures/MAGICUSDT
MANA,MANAUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMANAUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AMANABTC,https://www.binance.com/en/trade/MANA_USDT,https://www.binance.com/en/trade/MANA_BTC,https://www.binance.com/en/futures/MANAUSDT
MASK,MASKUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMASKUSDT,,https://www.binance.com/en/trade/MASK_USDT,,https://www.binance.com/en/futures/MASKUSDT
MATIC,MATICUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMATICUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AMATICBTC,https://www.binance.com/en/trade/MATIC_USDT,https://www.binance.com/en/trade/MATIC_BTC,https://www.binance.com/en/futures/MATICUSDT
MAV,MAVUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMAVUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AMAVBTC,https://www.binance.com/en/trade/MAV_USDT,https://www.binance.com/en/trade/MAV_BTC,https://www.binance.com/en/futures/MAVUSDT
MBL,MBLUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMBLUSDT,,https://www.binance.com/en/trade/MBL_USDT,,
MBOX,MBOXUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMBOXUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AMBOXBTC,https://www.binance.com/en/trade/MBOX_USDT,https://www.binance.com/en/trade/MBOX_BTC,
MC,MCUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMCUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AMCBTC,https://www.binance.com/en/trade/MC_USDT,https://www.binance.com/en/trade/MC_BTC,
MDT,MDTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMDTUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AMDTBTC,https://www.binance.com/en/trade/MDT_USDT,https://www.binance.com/en/trade/MDT_BTC,
MDX,MDXUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMDXUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AMDXBTC,https://www.binance.com/en/trade/MDX_USDT,https://www.binance.com/en/trade/MDX_BTC,
MINA,MINAUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMINAUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AMINABTC,https://www.binance.com/en/trade/MINA_USDT,https://www.binance.com/en/trade/MINA_BTC,https://www.binance.com/en/futures/MINAUSDT
MKR,MKRUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMKRUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AMKRBTC,https://www.binance.com/en/trade/MKR_USDT,https://www.binance.com/en/trade/MKR_BTC,https://www.binance.com/en/futures/MKRUSDT
MLN,MLNUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMLNUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AMLNBTC,https://www.binance.com/en/trade/MLN_USDT,https://www.binance.com/en/trade/MLN_BTC,
MOB,MOBUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMOBUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AMOBBTC,https://www.binance.com/en/trade/MOB_USDT,https://www.binance.com/en/trade/MOB_BTC,
MOVR,MOVRUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMOVRUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AMOVRBTC,https://www.binance.com/en/trade/MOVR_USDT,https://www.binance.com/en/trade/MOVR_BTC,
MTL,MTLUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMTLUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AMTLBTC,https://www.binance.com/en/trade/MTL_USDT,https://www.binance.com/en/trade/MTL_BTC,https://www.binance.com/en/futures/MTLUSDT
MULTI,MULTIUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AMULTIUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AMULTIBTC,https://www.binance.com/en/trade/MULTI_USDT,https://www.binance.com/en/trade/MULTI_BTC,
NEAR,NEARUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ANEARUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ANEARBTC,https://www.binance.com/en/trade/NEAR_USDT,https://www.binance.com/en/trade/NEAR_BTC,https://www.binance.com/en/futures/NEARUSDT
NEO,NEOUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ANEOUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ANEOBTC,https://www.binance.com/en/trade/NEO_USDT,https://www.binance.com/en/trade/NEO_BTC,
NEXO,NEXOUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ANEXOUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ANEXOBTC,https://www.binance.com/en/trade/NEXO_USDT,https://www.binance.com/en/trade/NEXO_BTC,
NKN,NKNUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ANKNUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ANKNBTC,https://www.binance.com/en/trade/NKN_USDT,https://www.binance.com/en/trade/NKN_BTC,
