name,symbol,tier,watchlist,exchange,chart_usd,chart_btc,spot_usd,spot_btc,perps
NMR,NMRUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ANMRUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ANMRBTC,https://www.binance.com/en/trade/NMR_USDT,https://www.binance.com/en/trade/NMR_BTC,https://www.binance.com/en/futures/NMRUSDT
NULS,NULSUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ANULSUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ANULSBTC,https://www.binance.com/en/trade/NULS_USDT,https://www.binance.com/en/trade/NULS_BTC,
OAX,OAXUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AOAXUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AOAXBTC,https://www.binance.com/en/trade/OAX_USDT,https://www.binance.com/en/trade/OAX_BTC,
OCEAN,OCEANUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AOCEANUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AOCEANBTC,https://www.binance.com/en/trade/OCEAN_USDT,https://www.binance.com/en/trade/OCEAN_BTC,https://www.binance.com/en/futures/OCEANUSDT
OG,OGUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AOGUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AOGBTC,https://www.binance.com/en/trade/OG_USDT,https://www.binance.com/en/trade/OG_BTC,
OGN,OGNUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AOGNUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AOGNBTC,https://www.binance.com/en/trade/OGN_USDT,https://www.binance.com/en/trade/OGN_BTC,https://www.binance.com/en/futures/OGNUSDT
OM,OMUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AOMUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AOMBTC,https://www.binance.com/en/trade/OM_USDT,https://www.binance.com/en/trade/OM_BTC,
OMG,OMGUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AOMGUSDT,,https://www.binance.com/en/trade/OMG_USDT,,https://www.binance.com/en/futures/OMGUSDT
ONE,ONEUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AONEUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AONEBTC,https://www.binance.com/en/trade/ONE_USDT,https://www.binance.com/en/trade/ONE_BTC,https://www.binance.com/en/futures/ONEUSDT
ONG,ONGUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AONGUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AONGBTC,https://www.binance.com/en/trade/ONG_USDT,https://www.binance.com/en/trade/ONG_BTC,
ONT,ONTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AONTUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AONTBTC,https://www.binance.com/en/trade/ONT_USDT,https://www.binance.com/en/trade/ONT_BTC,https://www.binance.com/en/futures/ONTUSDT
OOKI,OOKIUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AOOKIUSDT,,https://www.binance.com/en/trade/OOKI_USDT,,
OP,OPUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AOPUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AOPBTC,https://www.binance.com/en/trade/OP_USDT,https://www.binance.com/en/trade/OP_BTC,https://www.binance.com/en/futures/OPUSDT
ORN,ORNUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AORNUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AORNBTC,https://www.binance.com/en/trade/ORN_USDT,https://www.binance.com/en/trade/ORN_BTC,
OSMO,OSMOUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AOSMOUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AOSMOBTC,https://www.binance.com/en/trade/OSMO_USDT,https://www.binance.com/en/trade/OSMO_BTC,
OXT,OXTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AOXTUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AOXTBTC,https://www.binance.com/en/trade/OXT_USDT,https://www.binance.com/en/trade/OXT_BTC,
PAXG,PAXGUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APAXGUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3APAXGBTC,https://www.binance.com/en/trade/PAXG_USDT,https://www.binance.com/en/trade/PAXG_BTC,
PEOPLE,PEOPLEUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APEOPLEUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3APEOPLEBTC,https://www.binance.com/en/trade/PEOPLE_USDT,https://www.binance.com/en/trade/PEOPLE_BTC,https://www.binance.com/en/futures/PEOPLEUSDT
PEPE,PEPEUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APEPEUSDT,,https://www.binance.com/en/trade/PEPE_USDT,,https://www.binance.com/en/futures/1000PEPEUSDT
PERL,PERLUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APERLUSDT,,https://www.binance.com/en/trade/PERL_USDT,,
PERP,PERPUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APERPUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3APERPBTC,https://www.binance.com/en/trade/PERP_USDT,https://www.binance.com/en/trade/PERP_BTC,https://www.binance.com/en/futures/PERPUSDT
PHA,PHAUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APHAUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3APHABTC,https://www.binance.com/en/trade/PHA_USDT,https://www.binance.com/en/trade/PHA_BTC,
PHB,PHBUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APHBUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3APHBBTC,https://www.binance.com/en/trade/PHB_USDT,https://www.binance.com/en/trade/PHB_BTC,https://www.binance.com/en/futures/PHBUSDT
PIVX,PIVXBTC,4,0,binance,,https://www.tradingview.com/chart/?symbol=BINANCE%3APIVXBTC,,https://www.binance.com/en/trade/PIVX_BTC,
PLA,PLAUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APLAUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3APLABTC,https://www.binance.com/en/trade/PLA_USDT,https://www.binance.com/en/trade/PLA_BTC,
PNT,PNTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APNTUSDT,,https://www.binance.com/en/trade/PNT_USDT,,
POLS,POLSUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APOLSUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3APOLSBTC,https://www.binance.com/en/trade/POLS_USDT,https://www.binance.com/en/trade/POLS_BTC,
POLYX,POLYXUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APOLYXUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3APOLYXBTC,https://www.binance.com/en/trade/POLYX_USDT,https://www.binance.com/en/trade/POLYX_BTC,
POND,PONDUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APONDUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3APONDBTC,https://www.binance.com/en/trade/POND_USDT,https://www.binance.com/en/trade/POND_BTC,
PORTO,PORTOUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APORTOUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3APORTOBTC,https://www.binance.com/en/trade/PORTO_USDT,https://www.binance.com/en/trade/PORTO_BTC,
POWR,POWRUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APOWRUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3APOWRBTC,https://www.binance.com/en/trade/POWR_USDT,https://www.binance.com/en/trade/POWR_BTC,
PROM,PROMUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APROMUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3APROMBTC,https://www.binance.com/en/trade/PROM_USDT,https://www.binance.com/en/trade/PROM_BTC,
PROS,PROSUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APROSUSDT,,https://www.binance.com/en/trade/PROS_USDT,,
PSG,PSGUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APSGUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3APSGBTC,https://www.binance.com/en/trade/PSG_USDT,https://www.binance.com/en/trade/PSG_BTC,
PUNDIX,PUNDIXUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APUNDIXUSDT,,https://www.binance.com/en/trade/PUNDIX_USDT,,
PYR,PYRUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3APYRUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3APYRBTC,https://www.binance.com/en/trade/PYR_USDT,https://www.binance.com/en/trade/PYR_BTC,
QI,QIUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AQIUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AQIBTC,https://www.binance.com/en/trade/QI_USDT,https://www.binance.com/en/trade/QI_BTC,
QKC,QKCUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AQKCUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AQKCBTC,https://www.binance.com/en/trade/QKC_USDT,https://www.binance.com/en/trade/QKC_BTC,
QNT,QNTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AQNTUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AQNTBTC,https://www.binance.com/en/trade/QNT_USDT,https://www.binance.com/en/trade/QNT_BTC,https://www.binance.com/en/futures/QNTUSDT
QTUM,QTUMUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AQTUMUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AQTUMBTC,https://www.binance.com/en/trade/QTUM_USDT,https://www.binance.com/en/trade/QTUM_BTC,https://www.binance.com/en/futures/QTUMUSDT
QUICK,QUICKUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AQUICKUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AQUICKBTC,https://www.binance.com/en/trade/QUICK_USDT,https://www.binance.com/en/trade/QUICK_BTC,
RAD,RADUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ARADUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ARADBTC,https://www.binance.com/en/trade/RAD_USDT,https://www.binance.com/en/trade/RAD_BTC,https://www.binance.com/en/futures/RADUSDT
RARE,RAREUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ARAREUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ARAREBTC,https://www.binance.com/en/trade/RARE_USDT,https://www.binance.com/en/trade/RARE_BTC,
RAY,RAYUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ARAYUSDT,,https://www.binance.com/en/trade/RAY_USDT,,
RDNT,RDNTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ARDNTUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ARDNTBTC,https://www.binance.com/en/trade/RDNT_USDT,https://www.binance.com/en/trade/RDNT_BTC,https://www.binance.com/en/futures/RDNTUSDT
REEF,REEFUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AREEFUSDT,,https://www.binance.com/en/trade/REEF_USDT,,https://www.binance.com/en/futures/REEFUSDT
REI,REIUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AREIUSDT,,https://www.binance.com/en/trade/REI_USDT,,
REN,RENUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ARENUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ARENBTC,https://www.binance.com/en/trade/REN_USDT,https://www.binance.com/en/trade/REN_BTC,https://www.binance.com/en/futures/RENUSDT
REQ,REQUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AREQUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AREQBTC,https://www.binance.com/en/trade/REQ_USDT,https://www.binance.com/en/trade/REQ_BTC,
RIF,RIFUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ARIFUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ARIFBTC,https://www.binance.com/en/trade/RIF_USDT,https://www.binance.com/en/trade/RIF_BTC,
RLC,RLCUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ARLCUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ARLCBTC,https://www.binance.com/en/trade/RLC_USDT,https://www.binance.com/en/trade/RLC_BTC,https://www.binance.com/en/futures/RLCUSDT
RNDR,RNDRUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ARNDRUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ARNDRBTC,https://www.binance.com/en/trade/RNDR_USDT,https://www.binance.com/en/trade/RNDR_BTC,https://www.binance.com/en/futures/RNDRUSDT
ROSE,ROSEUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AROSEUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AROSEBTC,https://www.binance.com/en/trade/ROSE_USDT,https://www.binance.com/en/trade/ROSE_BTC,https://www.binance.com/en/futures/ROSEUSDT
RPL,RPLUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ARPLUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ARPLBTC,https://www.binance.com/en/trade/RPL_USDT,https://www.binance.com/en/trade/RPL_BTC,
RSR,RSRUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ARSRUSDT,,https://www.binance.com/en/trade/RSR_USDT,,
RUNE,RUNEUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ARUNEUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ARUNEBTC,https://www.binance.com/en/trade/RUNE_USDT,https://www.binance.com/en/trade/RUNE_BTC,https://www.binance.com/en/futures/RUNEUSDT
RVN,RVNUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ARVNUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ARVNBTC,https://www.binance.com/en/trade/RVN_USDT,https://www.binance.com/en/trade/RVN_BTC,
SAND,SANDUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASANDUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASANDBTC,https://www.binance.com/en/trade/SAND_USDT,https://www.binance.com/en/trade/SAND_BTC,https://www.binance.com/en/futures/SANDUSDT
SANTOS,SANTOSUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASANTOSUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASANTOSBTC,https://www.binance.com/en/trade/SANTOS_USDT,https://www.binance.com/en/trade/SANTOS_BTC,
SC,SCUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASCUSDT,,https://www.binance.com/en/trade/SC_USDT,,
SCRT,SCRTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASCRTUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASCRTBTC,https://www.binance.com/en/trade/SCRT_USDT,https://www.binance.com/en/trade/SCRT_BTC,
SFP,SFPUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASFPUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASFPBTC,https://www.binance.com/en/trade/SFP_USDT,https://www.binance.com/en/trade/SFP_BTC,
SHIB,SHIBUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASHIBUSDT,,https://www.binance.com/en/trade/SHIB_USDT,,https://www.binance.com/en/futures/1000SHIBUSDT
SKL,SKLUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASKLUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASKLBTC,https://www.binance.com/en/trade/SKL_USDT,https://www.binance.com/en/trade/SKL_BTC,https://www.binance.com/en/futures/SKLUSDT
SLP,SLPUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASLPUSDT,,https://www.binance.com/en/trade/SLP_USDT,,
SNM,SNMBTC,4,0,binance,,https://www.tradingview.com/chart/?symbol=BINANCE%3ASNMBTC,,https://www.binance.com/en/trade/SNM_BTC,
SNT,SNTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASNTUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASNTBTC,https://www.binance.com/en/trade/SNT_USDT,https://www.binance.com/en/trade/SNT_BTC,
SNX,SNXUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASNXUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASNXBTC,https://www.binance.com/en/trade/SNX_USDT,https://www.binance.com/en/trade/SNX_BTC,https://www.binance.com/en/futures/SNXUSDT
SOL,SOLUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASOLUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASOLBTC,https://www.binance.com/en/trade/SOL_USDT,https://www.binance.com/en/trade/SOL_BTC,https://www.binance.com/en/futures/SOLUSDT
SPELL,SPELLUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASPELLUSDT,,https://www.binance.com/en/trade/SPELL_USDT,,https://www.binance.com/en/futures/SPELLUSDT
SSV,SSVUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASSVUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASSVBTC,https://www.binance.com/en/trade/SSV_USDT,https://www.binance.com/en/trade/SSV_BTC,https://www.binance.com/en/futures/SSVUSDT
STEEM,STEEMUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASTEEMUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASTEEMBTC,https://www.binance.com/en/trade/STEEM_USDT,https://www.binance.com/en/trade/STEEM_BTC,
STG,STGUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASTGUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASTGBTC,https://www.binance.com/en/trade/STG_USDT,https://www.binance.com/en/trade/STG_BTC,https://www.binance.com/en/futures/STGUSDT
STMX,STMXUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASTMXUSDT,,https://www.binance.com/en/trade/STMX_USDT,,https://www.binance.com/en/futures/STMXUSDT
STORJ,STORJUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASTORJUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASTORJBTC,https://www.binance.com/en/trade/STORJ_USDT,https://www.binance.com/en/trade/STORJ_BTC,https://www.binance.com/en/futures/STORJUSDT
STPT,STPTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASTPTUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASTPTBTC,https://www.binance.com/en/trade/STPT_USDT,https://www.binance.com/en/trade/STPT_BTC,
STRAX,STRAXUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASTRAXUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASTRAXBTC,https://www.binance.com/en/trade/STRAX_USDT,https://www.binance.com/en/trade/STRAX_BTC,
STX,STXUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASTXUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASTXBTC,https://www.binance.com/en/trade/STX_USDT,https://www.binance.com/en/trade/STX_BTC,https://www.binance.com/en/futures/STXUSDT
SUI,SUIUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASUIUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASUIBTC,https://www.binance.com/en/trade/SUI_USDT,https://www.binance.com/en/trade/SUI_BTC,https://www.binance.com/en/futures/SUIUSDT
SUN,SUNUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASUNUSDT,,https://www.binance.com/en/trade/SUN_USDT,,
SUPER,SUPERUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASUPERUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASUPERBTC,https://www.binance.com/en/trade/SUPER_USDT,https://www.binance.com/en/trade/SUPER_BTC,
SUSHI,SUSHIUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASUSHIUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASUSHIBTC,https://www.binance.com/en/trade/SUSHI_USDT,https://www.binance.com/en/trade/SUSHI_BTC,https://www.binance.com/en/futures/SUSHIUSDT
SXP,SXPUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASXPUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASXPBTC,https://www.binance.com/en/trade/SXP_USDT,https://www.binance.com/en/trade/SXP_BTC,https://www.binance.com/en/futures/SXPUSDT
SYN,SYNUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASYNUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASYNBTC,https://www.binance.com/en/trade/SYN_USDT,https://www.binance.com/en/trade/SYN_BTC,
SYS,SYSUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ASYSUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ASYSBTC,https://www.binance.com/en/trade/SYS_USDT,https://www.binance.com/en/trade/SYS_BTC,
T,TUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ATUSDT,,https://www.binance.com/en/trade/T_USDT,,https://www.binance.com/en/futures/TUSDT
TFUEL,TFUELUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ATFUELUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ATFUELBTC,https://www.binance.com/en/trade/TFUEL_USDT,https://www.binance.com/en/trade/TFUEL_BTC,
THETA,THETAUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ATHETAUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ATHETABTC,https://www.binance.com/en/trade/THETA_USDT,https://www.binance.com/en/trade/THETA_BTC,https://www.binance.com/en/futures/THETAUSDT
TKO,TKOUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ATKOUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ATKOBTC,https://www.binance.com/en/trade/TKO_USDT,https://www.binance.com/en/trade/TKO_BTC,
TLM,TLMUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ATLMUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ATLMBTC,https://www.binance.com/en/trade/TLM_USDT,https://www.binance.com/en/trade/TLM_BTC,
TOMO,TOMOUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ATOMOUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ATOMOBTC,https://www.binance.com/en/trade/TOMO_USDT,https://www.binance.com/en/trade/TOMO_BTC,https://www.binance.com/en/futures/TOMOUSDT
TRB,TRBUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ATRBUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ATRBBTC,https://www.binance.com/en/trade/TRB_USDT,https://www.binance.com/en/trade/TRB_BTC,
TROY,TROYUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ATROYUSDT,,https://www.binance.com/en/trade/TROY_USDT,,
TRU,TRUUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ATRUUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ATRUBTC,https://www.binance.com/en/trade/TRU_USDT,https://www.binance.com/en/trade/TRU_BTC,https://www.binance.com/en/futures/TRUUSDT
TRX,TRXUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ATRXUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ATRXBTC,https://www.binance.com/en/trade/TRX_USDT,https://www.binance.com/en/trade/TRX_BTC,https://www.binance.com/en/futures/TRXUSDT
TUSD,TUSDUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ATUSDUSDT,,https://www.binance.com/en/trade/TUSD_USDT,,
TVK,TVKUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ATVKUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ATVKBTC,https://www.binance.com/en/trade/TVK_USDT,https://www.binance.com/en/trade/TVK_BTC,
TWT,TWTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3ATWTUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3ATWTBTC,https://www.binance.com/en/trade/TWT_USDT,https://www.binance.com/en/trade/TWT_BTC,
UFT,UFTUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AUFTUSDT,,https://www.binance.com/en/trade/UFT_USDT,,
UMA,UMAUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AUMAUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AUMABTC,https://www.binance.com/en/trade/UMA_USDT,https://www.binance.com/en/trade/UMA_BTC,https://www.binance.com/en/futures/UMAUSDT
UNFI,UNFIUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AUNFIUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AUNFIBTC,https://www.binance.com/en/trade/UNFI_USDT,https://www.binance.com/en/trade/UNFI_BTC,https://www.binance.com/en/futures/UNFIUSDT
UNI,UNIUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AUNIUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AUNIBTC,https://www.binance.com/en/trade/UNI_USDT,https://www.binance.com/en/trade/UNI_BTC,https://www.binance.com/en/futures/UNIUSDT
USDC,USDCUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AUSDCUSDT,,https://www.binance.com/en/trade/USDC_USDT,,https://www.binance.com/en/futures/USDCUSDT
USDP,USDPUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AUSDPUSDT,,https://www.binance.com/en/trade/USDP_USDT,,
USTC,USTCUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AUSTCUSDT,,https://www.binance.com/en/trade/USTC_USDT,,
UTK,UTKUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AUTKUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AUTKBTC,https://www.binance.com/en/trade/UTK_USDT,https://www.binance.com/en/trade/UTK_BTC,
VET,VETUSDT,4,0,binance,https://www.tradingview.com/chart/?symbol=BINANCE%3AVETUSDT,https://www.tradingview.com/chart/?symbol=BINANCE%3AVETBTC,https://www.binance.com/en/trade/VET_USDT,https://www.binance.com/en/trade/VET_BTC,https://www.binance.com/en/futures/VETUSDT
